Date,SP500,VIX,VXc1,VXc2,VXc4,beta_t,backwardation_t,entry_backwardation_t,intensity_t,r_pre_20,rv_pre_20,r_fwd_20,mdd_fwd_20,rv_fwd_20,p90_rv_trailing_t,dd_stress_fwd_20,rv_stress_fwd_20,stress_fwd_20
2008-01-23,1338.5999755859375,29.020000457763672,26.4,25.3,24.98,-0.04893177042042768,1.0,0.0,,-0.09825794510445784,0.22067074687796875,0.002935943360687032,-0.0494260442027451,0.1989042154605539,0.24716811428704671,0.0,0.0,0.0
2008-01-24,1352.0699462890625,27.780000686645508,26.43,25.34,25.2,-0.04427645678897661,1.0,0.0,,-0.09648167970452204,0.22233814284209477,0.0007692198656990001,-0.0494260442027451,0.197689607263697,0.24636736379354437,0.0,0.0,0.0
2008-01-25,1330.6099853515625,29.079999923706055,26.75,25.8,25.63,-0.03851444301713961,1.0,0.0,,-0.11154070016939677,0.2244360893681753,0.03095577511819103,-0.0494260442027451,0.1940151835894229,0.24556661330004192,0.0,0.0,0.0
2008-01-28,1353.9599609375,27.780000686645508,26.16,25.37,25.13,-0.037077032920850364,1.0,0.0,,-0.08285073663731668,0.23655033924864427,0.020185292706939695,-0.0494260442027451,0.1864446267092879,0.2447658628065396,0.0,0.0,0.0
2008-01-29,1362.300048828125,27.31999969482422,26.25,25.25,25.11,-0.0417276725012546,1.0,0.0,,-0.07858689756014592,0.23862951284724537,0.013007391960653703,-0.0494260442027451,0.1855895793712275,0.24396511231303716,0.0,0.0,0.0
2008-01-30,1355.81005859375,27.6200008392334,26.14,25.56,25.27,-0.03149891287346348,1.0,0.0,,-0.07665009117697064,0.2384210490576315,0.008754910056869791,-0.0494260442027451,0.187696705106061,0.24316436181953482,0.0,0.0,0.0
2008-01-31,1378.550048828125,26.200000762939453,25.64,25.31,24.78,-0.032824426525074404,1.0,0.0,,-0.047410088539691864,0.24568632689821726,-0.03476119273728817,-0.0494260442027451,0.20126300267794747,0.24607473078515096,0.0,0.0,0.0
2008-02-01,1395.4200439453125,24.020000457763672,24.95,24.66,24.24,-0.029558700519113305,1.0,0.0,,-0.035752777172086136,0.2510167749570313,-0.0459217125359791,-0.0494260442027451,0.19504522545594843,0.24957036576755384,0.0,0.0,0.0
2008-02-04,1380.8199462890625,25.989999771118164,25.81,25.56,24.51,-0.0500192386090224,1.0,0.0,,-0.02182587398056035,0.2384055908977934,-0.03915785431284857,-0.03948485656170886,0.19283673790689848,0.2491819618806202,0.0,0.0,0.0
2008-02-05,1336.6400146484375,28.239999771118164,27.39,26.92,25.92,-0.052053824784496244,1.0,0.0,,-0.056165202195917474,0.26235879214939195,-0.0021995925936242333,-0.03948485656170886,0.1587710562849039,0.2507274931191358,0.0,0.0,0.0
2008-02-06,1326.449951171875,28.969999313354492,28.19,27.6,26.53,-0.05730065720901757,1.0,0.0,,-0.045849842770332994,0.25654126277050315,-0.016668540966833345,-0.05570884540253007,0.17475320974169015,0.2515304389462594,1.0,0.0,1.0
2008-02-07,1336.9100341796875,27.65999984741211,27.62,27.25,26.01,-0.05820679713961142,1.0,0.0,,-0.051251460442169106,0.25264249870448696,-0.03256766569877356,-0.06365067542583958,0.17363020073888596,0.2522857314850636,1.0,0.0,1.0
2008-02-08,1331.2900390625,28.010000228881836,28.39,27.63,26.88,-0.053909317660162014,1.0,0.0,,-0.06268960012609859,0.24957644017954944,-0.04350670571087578,-0.07812989371773016,0.1800781304902243,0.2521965396802078,1.0,0.0,1.0
2008-02-11,1339.1300048828125,27.600000381469727,27.88,26.97,26.22,-0.06014492670494679,1.0,0.0,,-0.04417496808442789,0.24836725199904083,-0.0137999898451735,-0.07812989371773016,0.22330591340918263,0.25210734787535194,1.0,0.0,1.0
2008-02-12,1348.8599853515625,26.329999923706055,27.06,26.72,25.9,-0.04405620977444824,1.0,0.0,,-0.047583417227493374,0.24618786491734101,-0.029721369345731996,-0.07812989371773016,0.22311906093823783,0.2520181560704961,1.0,0.0,1.0
2008-02-13,1367.2099609375,24.8799991607666,26.0,25.81,25.33,-0.026929261358518378,1.0,0.0,,-0.00994966560715338,0.23683329464483568,-0.03783616412016089,-0.07812989371773016,0.21782410835783486,0.25192896426564027,1.0,0.0,1.0
2008-02-14,1348.8599853515625,25.540000915527344,26.28,26.18,25.75,-0.020751761198167438,1.0,0.0,,-0.017724997586506586,0.24071927493887685,-0.04501576988163014,-0.07812989371773016,0.22428830987877105,0.25183977246078443,1.0,0.0,1.0
2008-02-15,1349.989990234375,25.020000457763672,26.07,25.93,25.5,-0.02278177416352245,1.0,0.0,,0.012555777411869418,0.21564492726054038,-0.05436337689859172,-0.07812989371773016,0.22513322671965563,0.2517505806559286,1.0,0.0,1.0
2008-02-19,1348.780029296875,25.59000015258789,25.61,25.7,24.96,-0.02540054693724825,1.0,0.0,,0.01780128806712189,0.2142953674796817,-0.01337507871606336,-0.07812989371773016,0.2725176741008508,0.2516772000860389,1.0,1.0,1.0
2008-02-20,1360.030029296875,24.399999618530273,25.45,25.41,24.88,-0.023360656102925547,1.0,0.0,,0.03779475718952696,0.21091071932094424,-0.04530045956662765,-0.07812989371773016,0.28244255154979475,0.25160381951614913,1.0,1.0,1.0
2008-02-21,1342.530029296875,25.1200008392334,25.42,25.45,24.88,-0.021496814568437817,1.0,0.0,,0.002935943360687032,0.20407141920100952,-0.009698121641322999,-0.07812989371773016,0.2932735262628161,0.2515304389462594,1.0,1.0,1.0
2008-02-22,1353.1099853515625,24.059999465942383,24.87,24.83,24.62,-0.010390690172453334,1.0,0.0,,0.0007692198656990001,0.20282525748476915,-0.0023870790281034227,-0.07812989371773016,0.29698875498165744,0.25145705837636967,1.0,1.0,1.0
2008-02-25,1371.800048828125,23.030000686645508,24.17,24.34,24.15,-0.0008684324534823224,1.0,0.0,,0.03095577511819103,0.19905537833857473,-0.013711953582315917,-0.07812989371773016,0.2928845959334806,0.25138367780647997,1.0,1.0,1.0
2008-02-26,1381.2900390625,21.899999618530273,23.71,24.18,24.07,0.01643835645071848,0.0,0.0,,0.020185292706939695,0.1912881508663269,-0.029074295074874135,-0.07812989371773016,0.29279837603413855,0.2513102972365902,1.0,1.0,1.0
2008-02-27,1380.02001953125,22.690000534057617,23.88,24.45,24.15,0.011899514924855574,0.0,0.0,,0.013007391960653703,0.19041089080746884,-0.039318277269669966,-0.07728150527141497,0.29483742789197626,0.25123691666670045,1.0,1.0,1.0
2008-02-28,1367.6800537109375,23.530000686645508,24.58,25.1,24.75,0.007224819168683046,0.0,0.0,,0.008754910056869791,0.19257275619652955,-0.03835698478271443,-0.0689562287158153,0.29455941818342374,0.25116353609681075,1.0,1.0,1.0
2008-02-29,1330.6300048828125,26.540000915527344,26.1,26.36,25.85,-0.009419743458024389,1.0,1.0,0.009419743458024389,-0.03476119273728817,0.20649148382323046,-0.005959623397817415,-0.0452350290645791,0.2803717540834874,0.25109015552692104,0.0,1.0,1.0
2008-03-03,1331.3399658203125,26.280000686645508,26.16,26.25,25.69,-0.01788432221156048,1.0,0.0,,-0.0459217125359791,0.20011217899537123,0.02917368131940168,-0.0452350290645791,0.30623154539481173,0.2510167749570313,0.0,0.0,0.0
